"subject" "activity" "TimeBodyAccelerometerStd.X" "TimeBodyAccelerometerStd.Y" "TimeBodyAccelerometerStd.Z" "TimeGravityAccelerometerStd.X" "TimeGravityAccelerometerStd.Y" "TimeGravityAccelerometerStd.Z" "TimeBodyAccelerometerJerkStd.X" "TimeBodyAccelerometerJerkStd.Y" "TimeBodyAccelerometerJerkStd.Z" "TimeBodyGyroscopeStd.X" "TimeBodyGyroscopeStd.Y" "TimeBodyGyroscopeStd.Z" "TimeBodyGyroscopeJerkStd.X" "TimeBodyGyroscopeJerkStd.Y" "TimeBodyGyroscopeJerkStd.Z" "TimeBodyAccelerometerMagnitudeStd" "TimeGravityAccelerometerMagnitudeStd" "TimeBodyAccelerometerJerkMagnitudeStd" "TimeBodyGyroscopeMagnitudeStd" "TimeBodyGyroscopeJerkMagnitudeStd" "FrequencyBodyAccelerometerStd.X" "FrequencyBodyAccelerometerStd.Y" "FrequencyBodyAccelerometerStd.Z" "FrequencyBodyAccelerometerJerkStd.X" "FrequencyBodyAccelerometerJerkStd.Y" "FrequencyBodyAccelerometerJerkStd.Z" "FrequencyBodyGyroscopeStd.X" "FrequencyBodyGyroscopeStd.Y" "FrequencyBodyGyroscopeStd.Z" "FrequencyBodyAccelerometerMagnitudeStd" "FrequencyBodyAccelerometerJerkMagnitudeStd" "FrequencyBodyGyroscopeMagnitudeStd" "FrequencyBodyGyroscopeJerkMagnitudeStd"
3 "STANDING" -0.96674254295082 -0.893449307213115 -0.911419015081967 -0.982020428032787 -0.957425321803279 -0.928161577377049 -0.957086489344262 -0.941686785737705 -0.973059634918033 -0.900462227540984 -0.927788618196721 -0.91236408147541 -0.940937642459016 -0.968433747868853 -0.958293011803279 -0.915143303606557 -0.915143303606557 -0.948770043278689 -0.88212522147541 -0.957679766885246 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.960570921803279 -0.943948547213115 -0.975595949508197 -0.901985672459016 -0.923125941147541 -0.919743846065574 -0.921836076557377 -0.94820681442623 -0.883439718032787 -0.957121510491803
3 "WALKING" -0.360356726034483 -0.0699140652103448 -0.387411994310345 -0.97777159137931 -0.962355639482759 -0.952091795 -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.328428936551724 -0.328428936551724 -0.139916355325862 -0.561510683275862 -0.567371560862069 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.296596633103448 -0.00561498755362069 -0.543529108103448 -0.615121369827586 -0.568888673448276 -0.545896388103448 -0.456373080862069 -0.0898519904044828 -0.632643292931034 -0.549087007931034
3 "WALKING_DOWNSTAIRS" -0.0574100475102041 -0.0331503723387755 -0.362240245489796 -0.950061129591837 -0.946094637755102 -0.899943947755102 -0.0858010042244898 -0.111439194979592 -0.571735243061224 -0.261653414014286 -0.546740387959184 -0.44230776755102 -0.285683162346939 -0.680947338163265 -0.374605412306122 -0.0411340078469388 -0.0411340078469388 -0.0926324494530612 -0.245794699346939 -0.583919211020408 -0.0654417192653061 -0.109722354322449 -0.389723034061224 -0.165442898685714 -0.14772824006198 -0.613525074285714 -0.30863033105102 -0.553094540204082 -0.548164313265306 -0.233849422120408 -0.159102288018367 -0.322440827020408 -0.624910820612245
3 "WALKING_UPSTAIRS" -0.313123437627119 0.0116280813372881 -0.369754604067797 -0.944040819322034 -0.909825953898305 -0.909469675084746 -0.458364616949153 -0.251680364540678 -0.708551711864407 -0.456039262525424 -0.582742845932203 -0.492327305084746 -0.507270757966102 -0.775774143389831 -0.573433947627119 -0.333597432542373 -0.333597432542373 -0.439020591694915 -0.408886653186441 -0.718028040338983 -0.285333024050847 -0.00803987529661017 -0.350797226271186 -0.486446509661017 -0.268191523644068 -0.738705863898305 -0.484820991355932 -0.556045947118644 -0.561097649661017 -0.447994369152542 -0.48060920220339 -0.445181802430508 -0.740033436271186
4 "LAYING" -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.921199965925926 -0.969816635740741 -0.976176608888889 -0.978302781111111 -0.942209488333333 -0.978511984259259 -0.973102422222222 -0.961109291851852 -0.962073755 -0.975103204259259 -0.986855629814815 -0.983965359814815 -0.931292216611111 -0.931292216611111 -0.960786430740741 -0.947031781666667 -0.982698213703704 -0.952464881481481 -0.946380971111111 -0.962154454259259 -0.980079292592593 -0.944366881666667 -0.980261236296296 -0.975094739444444 -0.956182500185185 -0.965807466666667 -0.937187975962963 -0.958037119259259 -0.947100325185185 -0.982543631666667
4 "SITTING" -0.980309931 -0.89022398108 -0.9322030066 -0.9814052948 -0.93272710386 -0.9509492546 -0.9767421962 -0.9445961056 -0.9790387658 -0.9701317904 -0.9584681204 -0.9279722294 -0.9698997312 -0.984441358 -0.9688048316 -0.9144078448 -0.9144078448 -0.9625491104 -0.928898293 -0.9758066902 -0.9819081892 -0.8894673494 -0.9269993168 -0.9787769122 -0.949293158 -0.9816994482 -0.973333107 -0.954120419 -0.9328683544 -0.9198157096 -0.9615845194 -0.9288505544 -0.9762617538
4 "STANDING" -0.97692058 -0.86159737875 -0.896880538392857 -0.972908355892857 -0.917613464821429 -0.899404775267857 -0.972586541964286 -0.938354677857143 -0.973054201071429 -0.909687974464286 -0.949227146964286 -0.909995038571429 -0.949633878571429 -0.976065174642857 -0.957982019464286 -0.890976683392857 -0.890976683392857 -0.958159482142857 -0.885144317678571 -0.964282784285714 -0.978737637678571 -0.857380281803571 -0.887554317678571 -0.975706723571429 -0.944075308928571 -0.976229505535714 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.895340042142857 -0.96003249875 -0.887194404285714 -0.9664302175
4 "WALKING" -0.440829971333333 -0.0788267367683333 -0.586252806833333 -0.983826494833333 -0.967963221 -0.962968112 -0.297042612533333 -0.221165131581667 -0.7513913825 -0.500916659 -0.665394092833333 -0.662608226 -0.492341066833333 -0.807419937 -0.640454132833333 -0.527679103166667 -0.527679103166667 -0.316918956 -0.553116111166667 -0.7301463685 -0.447234929666667 -0.101799450565167 -0.594198325666667 -0.29732607245 -0.2099000063 -0.772359087333333 -0.542646759 -0.654657770166667 -0.716458475166667 -0.651172628166667 -0.320458701 -0.593937200833333 -0.757768081166667
4 "WALKING_DOWNSTAIRS" 0.0111935496222222 -0.21859832499 -0.479185977111111 -0.955258881333333 -0.932066041111111 -0.937753794444444 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.395995494444444 -0.816858240222222 -0.325780073711111 -0.0819559041111111 -0.0819559041111111 -0.216858921977778 -0.3805726254 -0.637079543555556 0.0390098262533333 -0.32253131772 -0.512694303111111 -0.208250062317778 -0.177202094317778 -0.668867334444444 -0.414919000955556 -0.691518367333333 -0.621658471333333 -0.263644030288889 -0.280426776955556 -0.457674088 -0.685470931777778
4 "WALKING_UPSTAIRS" -0.204933042903846 -0.0666899105180769 -0.372137777692308 -0.958495235576923 -0.923376019038462 -0.919619453269231 -0.380488027307692 -0.281543175326923 -0.726495311923077 -0.454431043269231 -0.551185569230769 -0.360811047884615 -0.533666803846154 -0.840722752692308 -0.556236584807692 -0.212012300480769 -0.212012300480769 -0.437261477884615 -0.510974134423077 -0.755270457692308 -0.173217219014423 -0.101434446040385 -0.345109817692308 -0.396762584807692 -0.314525030788462 -0.762772175 -0.483548693461538 -0.489824279230769 -0.424533512307692 -0.301005898461538 -0.497324087307692 -0.552489628846154 -0.794209483076923
5 "LAYING" -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.945695336153846 -0.985964053846154 -0.977076645 -0.983307862115385 -0.964560430961538 -0.985419368461538 -0.979498706538461 -0.977427370576923 -0.960583776923077 -0.983422257692308 -0.983759479230769 -0.989679592307692 -0.958612786346154 -0.958612786346154 -0.977477145384615 -0.958287921923077 -0.98377138 -0.964953893653846 -0.972909186730769 -0.965882191153846 -0.985625270384615 -0.96624258 -0.986135599038461 -0.980705769807692 -0.977257800961538 -0.963305738076923 -0.962525369423077 -0.976381934807692 -0.959263063269231 -0.983434493076923
5 "SITTING" -0.980945022045455 -0.904335121022727 -0.926094740227273 -0.983137541590909 -0.939942979795454 -0.945008999545455 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.966225485 -0.950064068181818 -0.940637937045455 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.920939027727273 -0.920939027727273 -0.965757731590909 -0.931414810454545 -0.970392610454546 -0.9825908425 -0.9022915301 -0.92184351 -0.976530547272727 -0.954464442045455 -0.97602233 -0.969390369318182 -0.947571471590909 -0.947346476590909 -0.925669291136364 -0.966545323409091 -0.934746865454545 -0.970675403409091
5 "STANDING" -0.968591815714286 -0.869439913392857 -0.869327321785714 -0.974088206071429 -0.931973943392857 -0.914608495714286 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.87977380125 -0.87977380125 -0.942962047678571 -0.867041711785714 -0.947970723571429 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.965778920714286 -0.936202600714286 -0.96807230125 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.886745170714286 -0.943601960178571 -0.868913993928571 -0.946196462857143
5 "WALKING" -0.294098534232143 0.0767484028053571 -0.45702143625 -0.979348381428571 -0.961585474821429 -0.964580803928571 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.377178733392857 -0.377178733392857 -0.282242276785714 -0.492176823571429 -0.48919974625 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.519636926071429 -0.305685376071429 -0.589741506785714 -0.455665300892857
5 "WALKING_DOWNSTAIRS" 0.275046110468085 0.0907630761042553 -0.325891435319149 -0.950490938510638 -0.912363420851064 -0.927192732978723 0.0322415501638298 0.0473612314702128 -0.52265163787234 -0.46064684487234 -0.409134149148936 -0.227869042382979 -0.411302217446809 -0.514591487234043 -0.0344217467042553 0.205422375957447 0.205422375957447 -0.0292570509829787 -0.360678305253192 -0.450303212340426 0.336554724893617 0.0268269875085106 -0.353397850212766 0.011055933212766 0.0901720096791489 -0.551178075319149 -0.51494094106383 -0.431552775319149 -0.374705187021277 0.0428533623276596 -0.089735699787234 -0.484141274255319 -0.487128422553191
5 "WALKING_UPSTAIRS" -0.0457237779851064 0.185022459476596 -0.308938978787234 -0.95357996893617 -0.900511719787234 -0.92141958 -0.223896564340426 -0.125026612744681 -0.63836903212766 -0.443342262340426 -0.440345826382979 -0.26545133312766 -0.305245202489362 -0.631822048297872 -0.282154378489362 -0.136736383765957 -0.136736383765957 -0.310186545957447 -0.354687870212766 -0.557988065531915 -0.00473819670425532 0.165037631180851 -0.28925665906383 -0.22532784293617 -0.105311152804255 -0.668825711276596 -0.501685580212766 -0.403486393191489 -0.380378006808511 -0.254091927148936 -0.378616675957447 -0.440445051914894 -0.572485019787234
6 "LAYING" -0.934049422052632 -0.924644826385965 -0.925216100350877 -0.887746310350877 -0.959161956491228 -0.928130738421053 -0.966341054736842 -0.933674494385965 -0.959646055263158 -0.955378225087719 -0.943634949473684 -0.939141878596491 -0.939611608245614 -0.958628819649123 -0.959579071578947 -0.897326245964912 -0.897326245964912 -0.950341934385965 -0.920914497017544 -0.953157001578947 -0.932462941461404 -0.929711219929825 -0.924004748421053 -0.968619159473684 -0.935717452807018 -0.963567540877193 -0.962164978596491 -0.945365097894737 -0.947136774385965 -0.905373979824561 -0.951552664035088 -0.928694890175439 -0.955504654561404
6 "SITTING" -0.980164933636364 -0.923682131090909 -0.925797097090909 -0.988872369272727 -0.960875994727273 -0.955475832363636 -0.969929476363636 -0.945143686181818 -0.958572952545454 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.943714804727273 -0.961780726363636 -0.958787671272727 -0.931572655636364 -0.931572655636364 -0.948181827818182 -0.921259472727273 -0.950150571818182 -0.982451284727273 -0.925676956 -0.925768475636364 -0.971488767454545 -0.946880042 -0.961636555090909 -0.963407046545455 -0.944901470363636 -0.947326797818182 -0.939547202909091 -0.947304700363636 -0.929549141636364 -0.951196693454545
6 "STANDING" -0.981758159649123 -0.921493191754386 -0.925692371929825 -0.985583066842105 -0.96844910122807 -0.942795062280702 -0.973132635789474 -0.949362277017544 -0.967547241754386 -0.947561298596491 -0.94248658631579 -0.947782155964912 -0.946423593157895 -0.962422163684211 -0.962758177192982 -0.939310249649123 -0.939310249649123 -0.956099145964912 -0.915891572982456 -0.952536233859649 -0.984067374035088 -0.921449111052632 -0.922067224210526 -0.975235677719298 -0.950681450350877 -0.969895845789474 -0.952817395263158 -0.942539174210526 -0.95445570245614 -0.94456410754386 -0.95538157877193 -0.923108761578947 -0.952088499473684
6 "WALKING" -0.296538717368421 0.164213884996491 -0.504324207192982 -0.977779896491228 -0.964248568070175 -0.957205025789474 -0.132784766936842 0.00808897373684211 -0.575777466491228 -0.446020952631579 -0.331702267894737 -0.383139334736842 -0.18260093354386 -0.416390246140351 -0.166684422233333 -0.266734167368421 -0.266734167368421 -0.0706029648421053 -0.36560291677193 -0.364708342315789 -0.34522769 0.101699642168947 -0.550474621754386 -0.19269469414386 0.0314450678263158 -0.608624354210526 -0.515323854385965 -0.332008706842105 -0.512209233508772 -0.421683093508772 -0.0964999702982456 -0.510648322631579 -0.408078906482456
6 "WALKING_DOWNSTAIRS" 0.383681639791667 0.360164958768542 -0.320204232520417 -0.9544062675 -0.93357760125 -0.934378766458333 0.165271070858333 0.276544029529167 -0.336817322270833 -0.19830385328125 -0.18922957 -0.0940797929729167 0.0393387960854167 -0.193508405479167 0.193206498960417 0.373611914166667 0.373611914166667 0.209502174375 -0.0426276750979167 -0.111228416159583 0.403369766666667 0.283247837625 -0.4060143105 0.0886515099394167 0.341242392604167 -0.389057047125 -0.286724914610417 -0.235470976166667 -0.275667262770833 0.1446227570625 0.15480886140625 -0.242353857320833 -0.145733545496458
6 "WALKING_UPSTAIRS" -0.0501350188513725 0.189276117327451 -0.353519514896078 -0.959399425098039 -0.912900683137255 -0.906196352156863 -0.180301156098039 -0.0413994646723529 -0.560830688235294 -0.321973723647059 -0.315799901607843 -0.18390018167451 -0.186763293747059 -0.486494120980392 -0.170814790834118 -0.0791508842176471 -0.0791508842176471 -0.169970363039216 -0.199893710196078 -0.440079851313725 -0.0211335627276471 0.159123777172549 -0.36587418445098 -0.186815074235294 -0.0169811409705882 -0.571673957058824 -0.390248128039216 -0.31361857145098 -0.309998085098039 -0.222161433666667 -0.177734840922353 -0.318173892545098 -0.455937719019608
7 "LAYING" -0.93651361 -0.926262668653846 -0.952978365961539 -0.914221270096154 -0.955543549230769 -0.961908984423077 -0.980977756153846 -0.973093160192308 -0.972983064230769 -0.9601268225 -0.945071935384615 -0.955294890576923 -0.9738372325 -0.976483727307692 -0.988871878269231 -0.907039513153846 -0.907039513153846 -0.967310932307692 -0.918662459038462 -0.971205137884615 -0.931120580576923 -0.922917902307692 -0.953380646346154 -0.983560175384615 -0.975886145 -0.975072995192308 -0.962348254423077 -0.939727873653846 -0.9588764125 -0.910542462919231 -0.965359228076923 -0.918892518653846 -0.969403035384615
7 "SITTING" -0.972668374583333 -0.909454698541667 -0.8565329414375 -0.957082433333333 -0.945436264583333 -0.868602535416667 -0.982158098125 -0.969458676458333 -0.972256472708333 -0.941870953333333 -0.944124336458333 -0.937021208541667 -0.974369045625 -0.981024680625 -0.980954665416667 -0.881957619770833 -0.881957619770833 -0.970243274166667 -0.898063314375 -0.976214430208333 -0.972879966041667 -0.904629195833333 -0.844083052916667 -0.984026344375 -0.971814980208333 -0.974699194375 -0.9427264225 -0.93824472 -0.939826018125 -0.88691563825 -0.9684948675 -0.895804978125 -0.97496593875
7 "STANDING" -0.979307570377358 -0.923400921886792 -0.917064168490566 -0.987917503962264 -0.966162998679245 -0.939161014716981 -0.976403544716981 -0.965810609622642 -0.972060053207547 -0.945247687358491 -0.949646946792453 -0.951630777358491 -0.96598339754717 -0.976837757358491 -0.978166790943396 -0.933590156792453 -0.933590156792453 -0.968566356037736 -0.918438958867924 -0.97210793 -0.980541336037736 -0.919118753018868 -0.912358813773585 -0.978729082830189 -0.966850290188679 -0.974533710754717 -0.947891986226415 -0.945818157735849 -0.954339406415094 -0.93728796509434 -0.969092161886792 -0.919848139056604 -0.971899418301887
7 "WALKING" -0.327243240701754 -0.0772618561052631 0.159631283261403 -0.979851271403509 -0.969404155087719 -0.952159770526316 -0.346026226140351 -0.0547448948245614 -0.149488514397895 -0.503313517017544 -0.23109830545614 -0.396013535263158 -0.21166729682807 -0.174136410738596 -0.458302971403509 -0.198554708385965 -0.198554708385965 -0.027557329277193 -0.19828316695614 -0.0953401161070176 -0.322034908070175 -0.143721823263158 0.133316828089298 -0.365314790947368 -0.0431917460807018 -0.190751539207018 -0.563615256666667 -0.290859379017544 -0.463270018245614 -0.351706780526316 -0.022138358 -0.343894914947368 -0.0841663774087719
7 "WALKING_DOWNSTAIRS" 0.0660815600978723 -0.138179072734043 -0.0636402447755319 -0.964875962978723 -0.952678693617021 -0.92875646893617 0.0285033927287234 -0.296279674759574 -0.347107758021277 -0.407744096 -0.29262613606383 -0.401051415531915 -0.510731018297872 -0.299520205208511 -0.425200371553192 0.214544028088723 0.214544028088723 0.0901836280510638 -0.259751603446809 -0.29477867693617 0.0730110797851064 -0.190187141297872 -0.100121492529787 -0.00426289144680851 -0.324378560319149 -0.397774503468085 -0.432730974446809 -0.351717743191489 -0.495120053191489 0.0214440976893617 0.107856840302128 -0.396909651702128 -0.353544695678723
